tconst,rt_id,rt_movie_title,rt_year,rt_tomatometer_rating,rt_tomatometer_count,rt_audience_rating,rt_audience_count,rt_runtime_minutes,rt_high,rt_certified_fresh,candidate_count,year_diff,runtime_diff
tt1839492,12006,Ruby Sparks,2012.0,78,176,75.0,36378.0,104.0,1.0,1,1,0.0,0.0
tt1843866,4077,Captain America: The Winter Soldier,2014.0,90,292,92.0,281524.0,136.0,1.0,1,1,0.0,0.0
tt1847713,14216,The Guillotines,2013.0,15,13,16.0,296.0,113.0,0.0,0,1,1.0,1.0
tt1853728,5290,Django Unchained,2012.0,86,281,91.0,428344.0,165.0,1.0,1,1,0.0,0.0
tt1854513,3526,Blancanieves,2013.0,94,109,84.0,5163.0,105.0,1.0,1,1,1.0,1.0
tt1855199,5690,End of Watch,2012.0,85,176,86.0,85235.0,109.0,1.0,1,1,0.0,0.0
tt1855236,8344,Just Like A Woman,2013.0,13,15,34.0,507.0,106.0,0.0,0,1,1.0,19.0
tt1855401,15279,Tim and Eric's Billion Dollar Movie,2012.0,36,74,47.0,4807.0,94.0,0.0,0,1,0.0,1.0
tt1858481,8745,Last Passenger,2014.0,85,20,58.0,2539.0,97.0,1.0,0,1,1.0,0.0
tt1860355,15670,Undefeated,2012.0,96,101,89.0,5866.0,110.0,1.0,1,1,1.0,3.0
tt1865425,8601,Kumaré,2012.0,58,24,82.0,2481.0,84.0,0.0,0,1,1.0,0.0
tt1865505,12819,Song Of The Sea,2014.0,99,92,92.0,12330.0,93.0,1.0,1,1,0.0,0.0
tt1866249,14845,The Sessions,2012.0,91,200,80.0,23512.0,95.0,1.0,1,1,0.0,0.0
tt1867093,14817,The Samaritan,2012.0,26,35,40.0,5351.0,93.0,0.0,0,1,0.0,3.0
tt1876277,7965,Into the White,2013.0,45,11,67.0,1329.0,101.0,0.0,0,1,1.0,3.0
tt1878942,4925,Date And Switch,2014.0,30,10,38.0,844.0,91.0,0.0,0,1,0.0,0.0
tt1879032,11591,Rapture-Palooza,2013.0,25,20,30.0,2120.0,85.0,0.0,0,1,0.0,0.0
tt1881002,9388,Maggie,2015.0,60,134,32.0,11542.0,95.0,0.0,0,1,0.0,0.0
tt1906329,2808,As Cool As I Am,2013.0,14,7,25.0,556.0,118.0,0.0,0,1,0.0,26.0
tt1907779,13986,The Dinosaur Project,2012.0,29,14,20.0,535.0,83.0,0.0,0,1,0.0,0.0
tt1911662,15825,Vehicle 19,2013.0,23,26,31.0,9798.0,85.0,0.0,0,1,0.0,0.0
tt1920849,2944,Bachelorette,2012.0,56,101,34.0,17946.0,91.0,0.0,0,1,0.0,4.0
tt1922612,6673,Glee: The 3D Concert Movie,2011.0,60,90,65.0,17179.0,84.0,0.0,0,1,0.0,0.0
tt1925421,5632,Elena,2012.0,94,65,73.0,2794.0,109.0,1.0,1,1,1.0,0.0
tt1925435,6335,Frankenstein's Army,2013.0,56,25,40.0,4129.0,84.0,0.0,0,1,0.0,0.0
tt1928340,2301,After the Dark,2014.0,71,14,44.0,5376.0,107.0,0.0,0,1,1.0,0.0
tt1930294,3488,Black Rock,2013.0,51,57,24.0,3945.0,79.0,0.0,0,1,1.0,4.0
tt1932767,16147,What Maisie Knew,2013.0,86,107,80.0,15255.0,99.0,1.0,1,1,1.0,0.0
tt1934458,15676,Under the Bed,2013.0,40,10,14.0,657.0,87.0,0.0,0,1,1.0,0.0
tt1935065,10567,Not Suitable for Children,,88,17,53.0,2506.0,96.0,1.0,0,1,,1.0
tt1935089,3544,Blind,2015.0,94,36,75.0,2251.0,96.0,1.0,0,2,1.0,2.0
tt1935896,13652,The ABCs of Death,2013.0,37,68,23.0,10633.0,129.0,0.0,0,1,1.0,0.0
tt1935897,2588,Amityville: The Awakening,2017.0,32,19,32.0,23678.0,100.0,0.0,0,1,0.0,13.0
tt1946502,15639,UglyDolls,2019.0,28,83,56.0,973.0,87.0,0.0,0,1,0.0,0.0
tt1957886,5098,Delivery: The Beast Within,2014.0,71,7,30.0,271.0,88.0,0.0,0,1,1.0,1.0
tt1957938,10305,Narcopolis,2015.0,18,11,26.0,200.0,96.0,0.0,0,1,0.0,0.0
tt1959490,10511,Noah,2014.0,76,256,41.0,122124.0,137.0,1.0,1,1,0.0,1.0
tt1965162,3748,Boys of Abu Ghraib,2014.0,30,10,62.0,361.0,102.0,0.0,0,1,0.0,0.0
tt1966359,5996,Father Figures,2017.0,17,47,26.0,4315.0,113.0,0.0,0,1,0.0,0.0
tt1971514,12100,Salvo,2014.0,75,24,47.0,380.0,103.0,1.0,0,1,1.0,7.0
tt1990352,14359,The Island President,2012.0,98,48,78.0,4356.0,101.0,1.0,1,1,1.0,0.0
tt1991245,4275,Chernobyl Diaries,2012.0,19,89,28.0,141874.0,86.0,0.0,0,1,0.0,0.0
tt1992258,15405,Tower Block,2012.0,47,17,37.0,456.0,90.0,0.0,0,1,0.0,0.0
tt1993391,1268,10 Rules For Sleeping Around,2014.0,0,8,11.0,393.0,94.0,0.0,0,1,1.0,0.0
tt1999192,8420,Kevin Hart: Laugh At My Pain,2011.0,71,7,84.0,7456.0,88.0,0.0,0,1,0.0,1.0
tt2007387,14119,The Front Line,2012.0,67,15,78.0,422.0,133.0,0.0,0,1,1.0,0.0
tt2008006,2129,A Simple Life,2012.0,93,30,86.0,1317.0,118.0,1.0,0,1,1.0,0.0
tt2008513,6136,First Position,2012.0,93,74,84.0,11668.0,90.0,1.0,1,1,1.0,5.0
tt2011971,9954,Monsieur Lazhar,2012.0,97,118,86.0,26251.0,94.0,1.0,1,1,1.0,1.0
tt2014338,12535,Side by Side,2012.0,93,67,86.0,11027.0,98.0,1.0,1,1,0.0,1.0
tt2015381,6950,Guardians of the Galaxy,2014.0,91,316,92.0,254717.0,121.0,1.0,1,1,0.0,0.0
tt2024544,1819,12 Years a Slave,2013.0,95,358,90.0,139962.0,134.0,1.0,1,1,0.0,0.0
tt2039338,6177,Flatliners,2017.0,4,76,33.0,11685.0,108.0,0.0,0,1,0.0,1.0
tt2042568,7923,Inside Llewyn Davis,2013.0,92,274,74.0,44831.0,105.0,1.0,1,1,0.0,1.0
tt2043865,6565,Get Married If You Can,,20,5,36.0,70.0,107.0,0.0,0,1,,0.0
tt2048877,13674,The Ambassador,2012.0,73,37,74.0,761.0,97.0,0.0,0,1,1.0,0.0
tt2049543,13384,Synchronicity,2016.0,50,28,34.0,2543.0,101.0,0.0,0,1,1.0,0.0
tt2053463,12537,Side Effects,2013.0,82,217,70.0,69679.0,106.0,1.0,1,1,0.0,0.0
tt2062700,12823,Song to Song,2017.0,44,124,37.0,6615.0,129.0,0.0,0,1,0.0,0.0
tt2062996,12786,Something from Nothing: The Art of Rap,2012.0,86,28,77.0,6725.0,113.0,1.0,0,1,0.0,7.0
tt2066051,11925,Rocketman,2019.0,89,352,88.0,21644.0,121.0,1.0,1,1,0.0,0.0
tt2069797,5092,Delirium,2018.0,0,5,43.0,69.0,88.0,0.0,0,1,0.0,8.0
tt2072233,12660,Sleepless,2017.0,23,60,37.0,9670.0,95.0,0.0,0,1,0.0,0.0
tt2072933,4661,Cottage Country,,20,5,29.0,269.0,92.0,0.0,0,1,,1.0
tt2073086,13109,Still Mine,2013.0,92,64,81.0,8124.0,102.0,1.0,1,1,1.0,0.0
tt2076220,7392,Holy Motors,2012.0,91,149,72.0,12349.0,115.0,1.0,1,1,0.0,0.0
tt2080374,13095,Steve Jobs,2015.0,86,306,73.0,42781.0,123.0,1.0,1,1,0.0,1.0
tt2081437,14469,The Liability,,61,18,35.0,411.0,86.0,0.0,0,1,,4.0
tt2085752,2889,Autumn Blood,2014.0,20,5,37.0,137.0,100.0,0.0,0,1,1.0,0.0
tt2091325,2973,Bad Johnson,2014.0,28,18,22.0,651.0,88.0,0.0,0,1,0.0,0.0
tt2091478,2345,Air,2015.0,17,12,24.0,972.0,94.0,0.0,0,1,0.0,1.0
tt2102496,3997,Cabin Fever 3: Patient Zero,2014.0,24,21,14.0,754.0,95.0,0.0,0,1,0.0,4.0
tt2103254,13442,Tammy,2014.0,24,181,36.0,57546.0,96.0,0.0,0,1,0.0,1.0
tt2103281,4940,Dawn Of The Planet Of The Apes,2014.0,91,306,88.0,204334.0,130.0,1.0,1,1,0.0,0.0
tt2104994,13097,Steve Jobs: The Lost Interview,2012.0,100,6,84.0,1035.0,70.0,1.0,0,1,0.0,0.0
tt2106361,7964,Into The Storm,2014.0,21,156,42.0,41892.0,89.0,0.0,0,1,0.0,0.0
tt2111478,9664,Mea Maxima Culpa: Silence In The House Of God,2012.0,98,49,90.0,2433.0,106.0,1.0,1,1,0.0,0.0
tt2112096,2211,Absolutely Fabulous: The Movie,2016.0,58,150,41.0,7559.0,86.0,0.0,0,1,0.0,5.0
tt2112287,13552,Thale,2013.0,55,11,33.0,1416.0,77.0,0.0,0,1,1.0,1.0
tt2118775,12899,Special ID,2014.0,50,8,25.0,541.0,99.0,0.0,0,1,1.0,0.0
tt2119463,8894,Let The Fire Burn,2013.0,98,45,91.0,903.0,95.0,1.0,1,1,0.0,7.0
tt2120120,11211,Pixels,2015.0,16,195,46.0,69854.0,106.0,0.0,0,1,0.0,1.0
tt2120152,14350,The Invisible War,2012.0,99,71,84.0,10107.0,97.0,1.0,1,1,0.0,4.0
tt2124787,6090,Final Girl,2015.0,31,13,24.0,906.0,90.0,0.0,0,1,0.0,6.0
tt2125653,14274,The House I Live In,2012.0,94,65,85.0,8115.0,110.0,1.0,1,1,0.0,2.0
tt2126403,14903,The Stone Roses: Made of Stone,2013.0,76,29,75.0,597.0,97.0,1.0,0,1,0.0,0.0
tt2140629,2772,Arizona,2018.0,40,35,47.0,208.0,85.0,0.0,0,1,0.0,0.0
tt2147134,1954,56 Up,2013.0,99,68,75.0,7172.0,139.0,1.0,1,1,1.0,5.0
tt2167202,6576,Getaway,2013.0,2,141,35.0,24362.0,90.0,0.0,0,1,0.0,0.0
tt2178470,16521,Yeh Jawaani Hai Deewani,2013.0,67,6,63.0,2944.0,125.0,0.0,0,1,0.0,35.0
tt2179087,7703,I Will Follow You Into The Dark,2013.0,11,9,21.0,173.0,112.0,0.0,0,1,1.0,0.0
tt2179121,16162,What's In A Name?,2013.0,71,14,74.0,1292.0,109.0,0.0,0,1,1.0,0.0
tt2180411,7967,Into the Woods,2014.0,71,216,49.0,96004.0,125.0,0.0,0,1,0.0,0.0
tt2181931,5710,English Vinglish,2012.0,80,5,83.0,3140.0,129.0,1.0,0,1,0.0,5.0
tt2184287,13248,Summer in February,2014.0,31,42,29.0,1419.0,100.0,0.0,0,1,1.0,0.0
tt2187115,4308,Child's Pose,2014.0,92,85,76.0,1904.0,112.0,1.0,1,1,1.0,0.0
tt2187884,5756,Escape From Tomorrow,2013.0,56,85,25.0,6844.0,90.0,0.0,0,1,0.0,0.0
tt2191701,6942,Grown Ups 2,2013.0,7,112,53.0,180859.0,101.0,0.0,0,1,0.0,0.0
tt2201221,12768,Some Girl(s),2013.0,57,30,15.0,672.0,89.0,0.0,0,1,0.0,1.0
tt2205401,2245,Addicted,2014.0,7,14,51.0,15513.0,108.0,0.0,0,1,0.0,2.0
tt2207484,10108,Muck,2015.0,0,7,15.0,297.0,99.0,0.0,0,1,0.0,9.0
tt2215151,7890,Inequality For All,2013.0,90,61,88.0,8847.0,85.0,1.0,1,1,0.0,4.0
tt2219650,12370,Seymour: An Introduction,2015.0,100,67,78.0,5291.0,84.0,1.0,1,1,1.0,0.0
tt2224317,9158,Lootera,2013.0,60,5,78.0,693.0,142.0,0.0,0,1,0.0,6.0
tt2226519,11247,Plush,2013.0,33,6,31.0,678.0,99.0,0.0,0,1,0.0,0.0
tt2231138,12775,Some Velvet Morning,2013.0,54,37,36.0,493.0,82.0,0.0,0,1,0.0,2.0
tt2238032,12625,Skiptrace,2016.0,38,32,27.0,2605.0,107.0,0.0,0,1,0.0,0.0
tt2243389,7767,I'm So Excited!,2013.0,48,129,37.0,4617.0,90.0,0.0,0,1,0.0,0.0
tt2250912,12920,Spider-Man: Homecoming,2017.0,92,378,87.0,107020.0,133.0,1.0,1,1,0.0,0.0
tt2265171,14756,The Raid 2,2014.0,80,166,87.0,24167.0,148.0,1.0,1,1,0.0,2.0
tt2268016,9396,Magic Mike XXL,2015.0,66,232,55.0,34977.0,115.0,0.0,0,1,0.0,0.0
tt2275743,3277,"Berlin, I Love You",2019.0,11,18,31.0,80.0,120.0,0.0,0,1,0.0,0.0
tt2275794,6825,Gori Tere Pyaar Mein,2013.0,44,9,27.0,531.0,150.0,0.0,0,1,0.0,0.0
tt2292959,13841,The Canyons,2013.0,22,93,15.0,3183.0,100.0,0.0,0,1,0.0,1.0
tt2297164,5372,Doomsday Book,,80,5,55.0,329.0,113.0,1.0,0,1,,2.0
tt2304771,9481,Mandela: Long Walk to Freedom,2013.0,60,139,68.0,22430.0,141.0,0.0,0,1,0.0,0.0
tt2304915,14202,The Green Prince,2014.0,77,52,83.0,1716.0,101.0,1.0,1,1,0.0,0.0
tt2304953,11630,Reasonable Doubt,2014.0,13,8,31.0,2266.0,91.0,0.0,0,1,0.0,0.0
tt2306745,12849,Sound City,2013.0,98,45,90.0,6905.0,108.0,1.0,1,1,0.0,1.0
tt2309260,14132,The Gallows,2015.0,14,113,22.0,13333.0,87.0,0.0,0,1,0.0,6.0
tt2310332,14254,The Hobbit: The Battle of the Five Armies,2014.0,59,254,74.0,214805.0,144.0,0.0,0,1,0.0,0.0
tt2314886,329,Breakout,,33,9,42.0,1946.0,96.0,0.0,0,1,,7.0
tt2318625,10847,Out in the Dark,2013.0,79,28,82.0,1494.0,96.0,1.0,0,1,1.0,0.0
tt2322441,6059,Fifty Shades of Grey,2015.0,24,275,41.0,83607.0,110.0,0.0,0,1,0.0,15.0
tt2325517,2466,Almost Human,2014.0,45,22,22.0,608.0,80.0,0.0,0,1,1.0,0.0
tt2325518,3260,Beneath,2013.0,33,15,14.0,192.0,90.0,0.0,0,1,0.0,0.0
tt2326574,14314,The Identical,2014.0,6,68,62.0,5298.0,107.0,0.0,0,1,0.0,0.0
tt2328922,8032,It Felt Like Love,2014.0,84,25,43.0,1014.0,82.0,1.0,0,1,1.0,0.0
tt2334649,6440,Fruitvale Station,2013.0,94,205,87.0,39133.0,84.0,1.0,1,1,0.0,1.0
tt2334733,9362,Madame Bovary,2015.0,43,68,27.0,2936.0,118.0,0.0,0,1,1.0,0.0
tt2334871,12717,Snatched,2017.0,36,207,30.0,16419.0,91.0,0.0,0,1,0.0,1.0
tt2339741,15096,The Woman in Black 2 Angel of Death,2015.0,23,81,24.0,17789.0,98.0,0.0,0,1,1.0,0.0
tt2343601,8571,Knuckleball!,2012.0,94,17,84.0,758.0,90.0,1.0,0,1,0.0,3.0
tt2345613,8874,Leprechaun: Origins,2014.0,0,7,10.0,578.0,90.0,0.0,0,1,0.0,0.0
tt2356180,3348,Bhaag Milkha Bhaag,2013.0,76,17,84.0,1765.0,188.0,1.0,0,1,0.0,2.0
tt2357770,15075,All The Wilderness,2015.0,60,25,42.0,441.0,80.0,0.0,0,1,1.0,5.0
tt2357788,3817,Bridegroom,2013.0,82,11,87.0,860.0,79.0,1.0,0,1,0.0,1.0
tt2358456,7611,I Am Big Bird: The Caroll Spinney Story,2015.0,83,70,79.0,2734.0,90.0,1.0,1,1,1.0,4.0
tt2358891,14187,The Great Beauty,2013.0,91,130,80.0,15429.0,142.0,1.0,1,1,0.0,1.0
tt2359024,3617,Blue Ruin,2014.0,96,140,79.0,19534.0,90.0,1.0,1,1,1.0,0.0
tt2359427,9010,Linsanity,2013.0,63,24,77.0,692.0,88.0,0.0,0,1,0.0,1.0
tt2364841,12036,Runner Runner,2013.0,8,119,33.0,43036.0,91.0,0.0,0,1,0.0,3.0
tt2366450,13136,Stories We Tell,2013.0,94,141,79.0,14767.0,108.0,1.0,1,1,1.0,0.0
tt2366608,9199,Lost River,2015.0,31,72,38.0,3184.0,105.0,0.0,0,1,1.0,10.0
tt2372776,7110,Harry Dean Stanton: Partly Fiction,2013.0,92,26,76.0,392.0,77.0,1.0,0,1,1.0,0.0
tt2375605,13655,The Act Of Killing,2013.0,95,153,85.0,14957.0,116.0,1.0,1,1,1.0,1.0
tt2376218,14103,The Forger,2015.0,9,44,32.0,956.0,92.0,0.0,0,1,1.0,3.0
tt2380307,4494,Coco,2017.0,97,330,94.0,26889.0,109.0,1.0,1,1,0.0,4.0
tt2381249,9891,Mission: Impossible Rogue Nation,2015.0,93,311,87.0,92847.0,131.0,1.0,1,1,0.0,0.0
tt2382298,8958,Life Itself,2014.0,97,198,88.0,13343.0,120.0,1.0,1,1,0.0,1.0
tt2387408,13929,The Damned,2014.0,8,12,18.0,452.0,87.0,0.0,0,1,1.0,0.0
tt2387499,8408,Keeping Up With The Joneses,2016.0,19,121,37.0,14091.0,101.0,0.0,0,1,0.0,4.0
tt2395385,1851,1,2013.0,82,11,39.0,1338.0,95.0,1.0,0,1,0.0,1.0
tt2401223,11806,Richard Pryor: Omit The Logic,,86,7,75.0,256.0,90.0,1.0,0,1,,7.0
tt2401878,2686,Anomalisa,2015.0,92,265,70.0,19558.0,96.0,1.0,1,1,0.0,6.0
tt2402927,4109,Carol,2015.0,94,297,74.0,29435.0,118.0,1.0,1,1,0.0,0.0
tt2402985,11185,Ping Pong Summer,2014.0,59,34,32.0,555.0,92.0,0.0,0,1,0.0,0.0
tt2403558,4150,Catch Hell,2014.0,0,6,31.0,325.0,98.0,0.0,0,1,0.0,0.0
tt2404425,16412,Woman in Gold,2015.0,57,152,79.0,17983.0,110.0,0.0,0,1,0.0,1.0
tt2409302,16285,Why Don't You Play in Hell?,2014.0,80,41,80.0,2749.0,126.0,1.0,1,1,1.0,3.0
tt2409818,10768,Open Windows,2014.0,40,42,20.0,1853.0,100.0,0.0,0,1,0.0,0.0
tt2417712,6818,Goon: Last of the Enforcers,2017.0,42,59,42.0,3479.0,,0.0,0,1,0.0,
tt2418372,2213,Abuse of Weakness,2014.0,85,34,54.0,411.0,104.0,1.0,0,1,1.0,1.0
tt2436046,2709,Antboy,2014.0,43,7,36.0,490.0,77.0,0.0,0,1,1.0,0.0
tt2436682,14010,The Duel,2016.0,26,19,30.0,1122.0,110.0,0.0,0,1,0.0,0.0
tt2446600,10408,Next Goal Wins,2014.0,100,30,88.0,699.0,97.0,1.0,0,1,0.0,0.0
tt2450334,10483,No Clue,,40,5,49.0,98.0,96.0,0.0,0,1,,0.0
tt2452042,14684,The Peanuts Movie,2015.0,87,193,76.0,66964.0,92.0,1.0,1,1,0.0,4.0
tt2452244,8022,Isn't It Romantic,2019.0,70,164,48.0,2686.0,,0.0,0,1,0.0,
tt2465140,14862,The Single Moms Club,2014.0,19,27,58.0,26786.0,111.0,0.0,0,1,0.0,0.0
tt2467046,8832,Left Behind,2014.0,1,68,38.0,20592.0,110.0,0.0,0,1,0.0,0.0
tt2473510,10961,Paranormal Activity: The Ghost Dimension,2015.0,14,76,27.0,25232.0,97.0,0.0,0,1,0.0,9.0
tt2474932,5143,Despite The Falling Snow,2017.0,9,22,42.0,232.0,93.0,0.0,0,1,1.0,0.0
tt2475154,5632,Elena,2012.0,94,65,73.0,2794.0,109.0,1.0,1,1,0.0,29.0
tt2481554,10148,Murder of a Cat,2014.0,27,11,29.0,214.0,101.0,0.0,0,1,0.0,0.0
tt2486678,1959,5 to 7,2015.0,69,55,70.0,2359.0,95.0,0.0,0,1,1.0,0.0
tt2489734,14973,The Trials Of Muhammad Ali,2013.0,89,38,85.0,438.0,94.0,1.0,0,1,0.0,8.0
tt2497980,14502,The Lookalike,2014.0,20,5,48.0,214.0,100.0,0.0,0,1,0.0,0.0
tt2499076,13918,The Crash Reel,2013.0,96,46,94.0,2103.0,109.0,1.0,1,1,0.0,1.0
tt2499414,3291,Best Night Ever,2014.0,0,14,37.0,622.0,82.0,0.0,0,1,1.0,8.0
tt2507280,10076,Mr. Jones,2014.0,50,10,19.0,461.0,84.0,0.0,0,1,1.0,0.0
tt2510434,2396,Alien Abduction,2014.0,28,18,22.0,952.0,85.0,0.0,0,1,0.0,0.0
tt2518788,1851,1,2013.0,82,11,39.0,1338.0,95.0,1.0,0,1,0.0,17.0
tt2531318,13738,The Beatles: Eight Days a Week - The Touring Years,2016.0,96,101,89.0,7976.0,,1.0,1,1,0.0,
tt2532528,5246,Dirty Wars,2013.0,84,70,74.0,3679.0,87.0,1.0,1,1,0.0,0.0
tt2543164,2791,Arrival,2016.0,94,411,82.0,82412.0,116.0,1.0,1,1,0.0,0.0
tt2543472,16426,Wonder,2017.0,85,184,88.0,18658.0,113.0,1.0,1,1,0.0,0.0
tt2543702,3989,By The Gun,2014.0,40,5,19.0,324.0,109.0,0.0,0,1,0.0,1.0
tt2544734,3930,Bullet,,11,9,13.0,200.0,87.0,0.0,0,1,,0.0
tt2548738,11799,Rich Hill,2014.0,85,48,81.0,1648.0,91.0,1.0,1,1,0.0,0.0
tt2557478,10895,Pacific Rim Uprising,2018.0,44,248,39.0,32176.0,111.0,0.0,0,1,0.0,0.0
tt2577990,15788,Valentine Road,,91,11,87.0,173.0,89.0,1.0,0,1,,0.0
tt2581244,8946,Life After Beth,2014.0,44,95,30.0,7065.0,91.0,0.0,0,1,0.0,2.0
tt2582496,9657,Me and Earl and the Dying Girl,2015.0,81,208,86.0,25620.0,104.0,1.0,1,1,0.0,1.0
tt2582802,16214,Whiplash,2014.0,93,290,94.0,69688.0,106.0,1.0,1,1,0.0,0.0
tt2620736,8302,Jug Face,2013.0,76,21,36.0,1312.0,81.0,1.0,0,1,0.0,0.0
tt2624412,3719,Boulevard,2015.0,51,72,29.0,3265.0,88.0,0.0,0,1,1.0,0.0
tt2637294,7476,Hot Tub Time Machine 2,2015.0,13,105,26.0,35019.0,93.0,0.0,0,1,0.0,0.0
tt2638144,3255,Ben-Hur,2016.0,25,187,53.0,18957.0,124.0,0.0,0,1,0.0,1.0
tt2667380,8450,Kill Command,2016.0,75,12,44.0,1653.0,99.0,1.0,0,1,0.0,0.0
tt2667960,9875,Miss Julie,2014.0,51,53,25.0,630.0,133.0,0.0,0,1,0.0,4.0
tt2674358,14304,The Hunter's Prayer,2017.0,33,21,23.0,339.0,91.0,0.0,0,1,0.0,0.0
tt2689958,3394,Big Sky,2015.0,18,11,10.0,239.0,90.0,0.0,0,1,0.0,0.0
tt2692904,9091,Locke,2014.0,90,210,72.0,27867.0,85.0,1.0,1,1,1.0,0.0
tt2713180,6471,Fury,2014.0,76,255,84.0,107373.0,135.0,1.0,1,1,0.0,1.0
tt2714380,14774,The Remaining,2014.0,50,10,38.0,3688.0,83.0,0.0,0,1,0.0,5.0
tt2714900,6106,Finding Vivian Maier,2014.0,95,99,89.0,9022.0,84.0,1.0,1,1,1.0,1.0
tt2726552,2074,A Kind of Murder,2016.0,38,16,14.0,485.0,95.0,0.0,0,1,0.0,0.0
tt2752758,5176,Devil's Due,2014.0,18,56,21.0,21167.0,89.0,0.0,0,1,0.0,0.0
tt2756032,14636,The One I Love,2014.0,82,93,76.0,10067.0,91.0,1.0,1,1,0.0,0.0
tt2763304,13388,T2 Trainspotting,2017.0,81,242,78.0,16126.0,118.0,1.0,1,1,0.0,1.0
tt2771200,3174,Beauty and the Beast,2017.0,71,363,80.0,86026.0,129.0,0.0,0,1,0.0,0.0
tt2772092,2715,Antisocial,,14,7,18.0,210.0,90.0,0.0,0,1,,0.0
tt2781516,16406,WolfCop,,65,20,45.0,741.0,79.0,0.0,0,1,,0.0
tt2788716,16094,Welcome to Me,2015.0,74,108,46.0,10054.0,87.0,0.0,0,1,1.0,0.0
tt2800038,2857,Atlas Shrugged: Who Is John Galt?,2014.0,0,10,40.0,4241.0,98.0,0.0,0,1,0.0,1.0
tt2802144,8522,Kingsman: The Secret Service,2015.0,74,251,84.0,125173.0,128.0,0.0,1,1,1.0,1.0
tt2814362,15720,United Passions,2015.0,0,16,11.0,292.0,110.0,0.0,0,1,1.0,0.0
tt2820852,6469,Furious 7,2015.0,81,266,82.0,194777.0,140.0,1.0,1,1,0.0,3.0
tt2822578,6869,Gravy,2015.0,30,10,41.0,227.0,95.0,0.0,0,1,0.0,0.0
tt2852400,2149,A Touch of Sin,2013.0,94,82,74.0,3877.0,125.0,1.0,1,1,0.0,5.0
tt2852406,10679,Omar,2014.0,89,85,84.0,5109.0,96.0,1.0,1,1,1.0,2.0
tt2852470,14569,The Missing Picture,2014.0,99,88,76.0,5822.0,96.0,1.0,1,1,1.0,4.0
tt2866360,4509,Coherence,2014.0,88,88,81.0,7579.0,89.0,1.0,1,1,1.0,0.0
tt2869728,11813,Ride Along 2,2016.0,14,116,48.0,35010.0,102.0,0.0,0,1,0.0,0.0
tt2873214,2991,Bad Turn Worse,2014.0,80,41,51.0,1200.0,91.0,1.0,1,1,1.0,1.0
tt2883512,4266,Chef,2014.0,87,186,85.0,59690.0,115.0,1.0,1,1,0.0,1.0
tt2884206,7676,I Origins,2014.0,51,103,69.0,7410.0,107.0,0.0,0,1,0.0,1.0
tt2885364,16339,Willow Creek,2014.0,81,57,33.0,7777.0,80.0,1.0,1,1,1.0,0.0
tt2891174,1993,99 Homes,2015.0,93,151,78.0,15626.0,112.0,1.0,1,1,1.0,0.0
tt2893490,9486,Manglehorn,2015.0,50,82,25.0,1552.0,97.0,0.0,0,1,1.0,0.0
tt2901736,7756,Ilo Ilo,2014.0,100,43,78.0,3579.0,99.0,1.0,1,1,1.0,0.0
tt2914892,14847,The Seventh Dwarf,2015.0,22,9,28.0,118.0,87.0,0.0,0,1,1.0,0.0
tt2923316,2540,American Heist,2015.0,13,16,18.0,1982.0,94.0,0.0,0,1,1.0,0.0
tt2925642,8443,Kids for Cash,2014.0,92,36,74.0,4307.0,104.0,1.0,0,1,1.0,2.0
tt2948356,16633,Zootopia,2016.0,97,279,92.0,100946.0,108.0,1.0,1,1,0.0,0.0
tt2948566,3536,Bleed,2016.0,43,7,32.0,247.0,82.0,0.0,0,1,0.0,0.0
tt2948790,11776,Return to Sender,2015.0,14,35,24.0,2513.0,105.0,0.0,0,1,0.0,13.0
tt2955096,7060,Happy Christmas,2014.0,75,73,37.0,7746.0,78.0,1.0,1,1,0.0,4.0
tt2960930,5874,Extraterrestrial,2014.0,29,38,26.0,5504.0,107.0,0.0,0,1,0.0,6.0
tt2962726,13685,The Anomaly,2015.0,0,17,24.0,1364.0,97.0,0.0,0,1,1.0,0.0
tt2981768,11010,Patema Inverted,2014.0,73,15,80.0,873.0,99.0,0.0,0,1,1.0,1.0
tt2984576,5030,Death House,2018.0,40,5,42.0,206.0,95.0,0.0,0,1,1.0,0.0
tt2990126,489,100 Streets,2017.0,41,39,36.0,1540.0,93.0,0.0,0,1,1.0,0.0
tt2991296,3260,Beneath,2013.0,33,15,14.0,192.0,90.0,0.0,0,1,0.0,1.0
tt3033080,5867,Extinction,2015.0,20,10,33.0,1914.0,110.0,0.0,0,1,1.0,7.0
tt3038142,7910,Inner Demons,2014.0,60,10,33.0,322.0,83.0,0.0,0,1,0.0,2.0
tt3038708,8005,Iron Sky: The Coming Race,2019.0,29,7,23.0,30.0,92.0,0.0,0,1,0.0,1.0
tt3040964,14369,The Jungle Book,2016.0,95,316,86.0,94379.0,111.0,1.0,1,1,0.0,5.0
tt3043252,10965,Parched,2016.0,86,22,66.0,255.0,116.0,1.0,0,1,1.0,0.0
tt3060492,3208,Before I Disappear,2014.0,37,30,67.0,1744.0,93.0,0.0,0,1,0.0,0.0
tt3093286,13677,The American Side,2016.0,79,19,80.0,847.0,104.0,1.0,0,1,0.0,14.0
tt3093522,2621,Cymbeline,2015.0,31,29,14.0,1735.0,98.0,0.0,0,1,1.0,0.0
tt3094252,5571,Echoes of War,2015.0,31,13,42.0,131.0,100.0,0.0,0,1,0.0,0.0
