tconst,directors,writers
tt0414879,nm0006939,"nm0039903,nm0070152,nm0006939"
tt0414993,nm0004716,"nm0004716,nm0359504"
tt0415160,nm0257646,"nm1893547,nm1893753"
tt0415345,nm1516023,nm1555204
tt0415481,nm0111588,"nm1650390,nm0111588,nm0538770,nm1650373"
tt0415489,nm0001729,"nm1691090,nm3027606,nm0001729"
tt0415679,nm0103404,nm1360071
tt0415689,nm0014203,nm0014203
tt0415855,nm0369618,nm0369618
tt0415949,nm0551167,nm1222792
tt0415978,nm0432380,nm0432380
tt0416051,nm0006518,nm0006518
tt0416316,nm0495536,"nm0495536,nm2233072"
tt0416320,nm0000095,nm0000095
tt0416991,nm0783733,nm0783733
tt0417011,nm1182689,nm1182689
tt0417046,nm0596407,"nm0086004,nm0813580"
tt0417385,nm0191147,nm1072713
tt0417397,nm0094080,"nm2659066,nm0466614"
tt0417686,nm1266897,"nm0518724,nm1266897"
tt0417751,nm0559879,"nm1668058,nm1828855"
tt0417976,nm0155280,"nm0155280,nm0848826"
tt0418110,nm0686375,"nm1145142,nm0750048,nm0677758,nm0686375"
tt0419198,nm0000905,"nm0000905,nm0148437"
tt0419279,nm0740213,nm0740213
tt0419491,nm0171720,"nm0171720,nm4608691"
tt0419704,nm1160071,"nm0148859,nm1041140,nm1157609"
tt0419946,nm1669022,"nm1511698,nm0568416"
tt0419984,nm0318916,"nm0138733,nm1404095"
tt0419992,nm0994603,"nm0994603,nm1242454"
tt0420206,nm0471086,"nm0046910,nm0471086"
tt0420223,nm0286975,nm1590998
tt0420260,nm0406722,"nm0406722,nm1633142"
tt0420318,nm1500530,nm1500530
tt0420555,nm0088397,nm0088397
tt0420757,nm0082802,nm0082802
tt0420966,nm0491522,nm0491522
tt0420982,nm0049326,"nm1718000,nm0049326"
tt0421051,nm0518579,nm0518579
tt0421054,nm0001716,"nm0446819,nm0052964"
tt0421082,nm0179221,"nm1722281,nm0339043"
tt0421229,nm0006959,"nm0233026,nm0006959,nm1699869,nm0852331"
tt0421625,"nm1856667,nm0218531,nm0754503,nm1699774,nm0880928","nm1031569,nm0880928"
tt0421715,nm0000399,"nm0744839,nm0842523,nm0280234"
tt0421729,nm0925870,"nm0722610,nm0702912"
tt0421974,nm0000091,"nm1207193,nm0000091,nm0153249,nm0879853"
tt0422015,nm0002020,"nm0922799,nm0002020,nm0344467"
tt0422093,nm0335337,nm1347153
tt0422320,nm1359360,"nm1419442,nm1359360,nm0348015"
tt0422401,nm1697112,nm1697112
tt0422460,nm0040248,"nm0040248,nm1699835"
tt0422689,nm1703622,"nm1419442,nm1703622"
tt0422774,nm0139867,"nm0659085,nm0291035,nm1027958,nm1257282,nm0625026"
tt0422779,nm1185918,nm1185918
tt0423087,nm1374768,nm1374768
tt0423166,nm1288038,"nm1286516,nm0234502,nm1288038"
tt0423470,nm1701267,"nm1190372,nm1701267"
tt0423853,nm0114182,\N
tt0424205,nm0137228,nm0137228
tt0424273,nm1718052,"nm1715530,nm1718052"
tt0424345,nm0003620,nm0003620
tt0424430,nm0950834,"nm1715571,nm0757111,nm1920461,nm0950834"
tt0424434,nm1410815,nm1410815
tt0424435,nm0713394,"nm1714819,nm3012637"
tt0424565,nm0410294,\N
tt0424774,nm0001675,"nm0001675,nm0735420,nm1897406"
tt0424823,nm0304830,"nm0502073,nm0304830"
tt0424863,nm0463727,"nm1818276,nm0463727,nm0100597"
tt0424986,nm0032714,nm4887430
tt0424992,nm0846281,"nm0858399,nm2292247"
tt0424993,nm0177637,"nm0129292,nm0175798,nm0177637"
tt0425112,nm0942367,"nm0942367,nm0670408"
tt0425210,nm0006476,nm1429512
tt0425235,nm0649117,"nm1489007,nm0649117"
tt0425321,nm1441566,"nm1818131,nm1431644"
tt0425333,nm1729063,nm1284379
tt0425379,nm0716347,nm0716347
tt0425489,nm0096375,nm0096375
tt0425637,nm0000247,"nm0000247,nm1502082,nm1171056,nm2370726,nm0526824"
tt0425743,nm0002089,nm0578128
tt0426155,nm0200886,nm0709493
tt0426396,nm0286790,nm0286790
tt0426462,nm1027891,nm0674362
tt0426501,nm1405761,nm1726844
tt0426578,nm0745131,nm0106937
tt0426596,nm1726688,nm1468859
tt0426627,nm0941262,"nm0701031,nm0905498,nm0321325,nm1887968,nm7674888,nm7674889"
tt0426931,nm0792202,"nm0145309,nm0366337,nm1554513"
tt0427089,nm0411213,nm0411213
tt0427152,nm0005366,"nm1115862,nm1911349,nm0891554"
tt0427229,nm0223359,"nm0040022,nm0256079"
tt0427309,nm0000243,"nm0251935,nm2831777,nm2872558"
tt0427323,nm0251028,"nm0258881,nm0407642"
tt0427392,nm0386570,"nm1738734,nm0278277"
tt0427582,nm0686304,"nm0301788,nm0317834,nm0686304"
tt0427910,nm1759031,nm1759031
tt0427944,nm0718646,"nm0718646,nm1740772"
tt0428212,nm0440948,nm0022913
tt0428251,nm0318947,"nm0226863,nm0686922,nm0101625"
tt0428646,nm0631093,"nm0004308,nm1743403,nm0631093"
tt0428803,nm0415207,"nm0415207,nm0275260,nm1471001"
tt0428870,"nm15593504,nm0497565,nm1048480","nm0497565,nm15594220,nm1161912"
tt0429095,nm0881372,"nm0314305,nm0917833"
tt0429573,nm0813309,"nm0813309,nm0597512"
tt0429589,nm0204884,"nm0204884,nm1752042"
tt0429591,nm0020491,"nm1735367,nm0070566,nm0388805"
tt0430239,nm0003458,"nm1075295,nm0844214,nm0004798"
tt0430308,nm0006487,nm1010540
tt0430381,"nm0348495,nm15176828","nm0348495,nm1330848,nm1179457"
tt0430576,nm0170043,nm0170043
tt0430589,nm1147556,"nm1147556,nm0415514"
tt0430651,nm1749002,nm1751824
tt0430710,nm1754432,"nm1754432,nm0820208"
tt0430779,"nm0103595,nm0001659,nm0820800","nm0476051,nm2090115,nm2342369"
tt0430912,nm0001994,"nm0000390,nm0054713,nm0063785"
tt0431418,nm0613318,nm1768311
tt0432291,nm0906548,"nm0493548,nm0000118,nm0384185"
tt0432318,"nm0442646,nm0732165","nm0442646,nm0732165"
tt0433360,nm0042932,nm0042932
tt0433383,nm0000123,"nm0000123,nm0381416"
tt0433386,nm1234345,"nm0839812,nm1234345"
tt0433416,nm0619762,"nm0850247,nm1768298"
tt0433442,nm0438090,nm1771603
tt0433963,nm0801916,"nm0458955,nm0801916"
tt0434424,nm0043214,nm1922703
tt0434541,nm0942408,"nm0942408,nm0384751,nm0000636"
tt0434964,"nm0397590,nm0950633","nm0469233,nm0847177"
tt0435434,nm0944937,"nm0944937,nm1780061"
tt0435761,nm0881279,"nm1578335,nm0005124,nm0004056,nm0881279,nm0028764,nm0721675,nm2938045"
tt0435770,nm0378240,"nm1285203,nm0323725"
tt0435776,nm0001348,"nm0001348,nm0381328,nm1780228,nm2776412,nm2798971"
tt0436262,nm0168892,nm0168892
tt0436613,"nm0748066,nm1785691",nm1785691
tt0436629,nm1789501,\N
tt0436697,nm0001241,nm0604948
tt0436854,nm0245361,"nm0245361,nm0652541"
tt0436971,nm0418659,nm0418659
tt0437459,nm1402202,"nm1402202,nm1402203"
tt0437800,nm0040328,nm0040328
tt0437954,nm0500896,nm0500896
tt0438052,nm1182611,"nm1182611,nm0007205"
tt0438205,nm1802009,nm1802847
tt0438427,nm1801477,nm1801477
tt0438486,nm0832617,nm0651723
tt0439123,"nm0643664,nm2670683",nm0643664
tt0439533,nm0408043,"nm2800042,nm1825196"
tt0439615,"nm0743748,nm1042521","nm0743748,nm1042521,nm0308186,nm0817387"
tt0439714,"nm0801870,nm1560941","nm0352032,nm0795661"
tt0439817,nm0812546,"nm0032685,nm2542262"
tt0439876,nm0552358,nm0552358
tt0439884,nm0271815,"nm2310115,nm0271815,nm4725115,nm10580367,nm10097264"
tt0440963,nm0339030,"nm0006904,nm1994243,nm1079776,nm0524924"
tt0441117,nm1234578,nm1234578
tt0441297,nm0952583,"nm1618201,nm2398980,nm0246737,nm0379864,nm0952583"
tt0441611,nm1818089,nm1818216
tt0441761,nm0321159,"nm0321159,nm0763035"
tt0441773,"nm0651706,nm0828970","nm0008743,nm0074184,nm0717550,nm0903456,nm1938852"
tt0442286,nm0945282,"nm0945282,nm0038335,nm1330441"
tt0442781,nm0433893,"nm1190372,nm0433893"
tt0443295,nm0331532,"nm0120816,nm0452235,nm0789520,nm0480048,nm0205070,nm0140717"
tt0443431,nm0827171,"nm0827171,nm0436228"
tt0443455,nm0534665,"nm0534665,nm0624369,nm0866014"
tt0443527,"nm1243970,nm0282921","nm1243970,nm0282921,nm1670930"
tt0443584,nm0345174,"nm0016628,nm0267451,nm0345174,nm1605150"
tt0443649,nm0000386,"nm0000386,nm0460057"
tt0443708,"nm1055105,nm11370415","nm1823317,nm1055105,nm1821635,nm1320327"
tt0443737,nm1647538,"nm1992167,nm1994456,nm1480852,nm1647538"
tt0444505,nm0782213,nm0782213
tt0444840,nm0438029,"nm3148698,nm0438029,nm5326250"
tt0444849,"nm1415729,nm10395551",nm1242455
tt0445336,nm0027815,nm0027815
tt0445506,nm0345146,nm1829803
tt0445570,nm0859323,"nm0147144,nm0002005,nm0480727,nm0859323"
tt0445691,nm0400071,"nm0033520,nm1847836"
tt0445946,nm0000915,"nm0441859,nm1847822"
tt0445990,nm0179697,nm1048533
tt0446055,"nm0827830,nm0839064","nm0827830,nm0839064"
tt0446312,nm0554880,nm0785515
tt0446313,nm0496752,"nm0496752,nm1210118"
tt0446476,"nm0617523,nm0825407",nm0617523
tt0446719,nm0639376,nm0639376
tt0448134,nm0000965,nm0307497
tt0449059,"nm0206760,nm0267512",nm1578335
tt0449159,nm0031967,nm0031967
tt0449393,nm0449230,"nm1865821,nm0331533,nm0449230,nm0884296"
tt0449471,"nm1870127,nm0254213","nm1870127,nm0254213"
tt0449487,nm0006554,nm0159892
tt0449573,nm0625904,"nm0513186,nm0625904,nm1277847"
tt0449629,nm0819965,"nm1880363,nm0819965"
tt0449662,nm1840911,"nm1840911,nm1603149,nm1841047"
tt0449994,nm0332950,"nm0019425,nm0332950,nm1022153,nm8661566"
tt0450188,nm0196860,"nm2517835,nm0196860"
tt0450259,nm0001880,"nm0495378,nm2057149"
tt0450336,nm0001708,nm1738734
tt0450345,nm0001438,"nm0001438,nm0787289"
tt0450405,nm0919369,"nm0919369,nm0001338,nm1752231"
tt0450426,nm1376035,nm1376035
tt0450450,nm1550132,nm0738996
tt0450506,nm0325877,nm1912767
tt0451069,nm0362734,nm0362734
tt0451094,nm0661791,"nm1941029,nm0661791,nm5371819"
tt0451102,nm1032754,"nm1032754,nm1626482"
tt0451134,nm0467397,nm0467397
tt0451284,nm1733624,nm0913954
tt0451787,nm0698184,"nm0155027,nm0698184"
tt0452039,"nm1482702,nm0605479","nm1880325,nm1482702"
tt0452580,nm0512862,"nm0512862,nm1878149"
tt0452598,nm0788202,"nm0363958,nm0864471,nm0318326,nm0136950"
tt0452625,nm0375068,"nm0831457,nm2521593"
tt0452664,nm0905343,"nm0905343,nm2834487,nm1492569,nm1985797"
tt0452668,nm0504495,nm0786411
tt0452694,nm0777881,"nm0748022,nm1875979"
tt0452971,nm0998110,nm0998110
tt0453453,nm0780980,"nm0780980,nm0005119"
tt0453494,nm0795407,"nm0795407,nm0382437"
tt0453729,nm0474398,"nm0474398,nm8254778"
tt0454065,nm0764591,nm0764591
tt0454776,nm0000776,nm1140275
tt0454848,nm0000490,nm1897957
tt0454879,nm1067858,nm1067858
tt0454932,nm0079374,nm1031246
tt0455115,nm1085422,nm0308319
tt0455116,nm0155598,"nm0155598,nm1265470,nm2706978,nm1881839,nm1883728"
tt0455499,nm0384722,"nm0169505,nm0812513,nm0204825"
tt0455584,nm0600409,"nm0600409,nm0346277"
tt0455590,nm0531817,"nm0604948,nm0110591,nm1894768,nm9114061"
tt0455612,nm1347153,nm1347153
tt0455829,nm1069826,"nm1431376,nm3585776,nm1069826,nm1195712"
tt0455857,nm0922346,"nm0270841,nm0910510,nm0908411"
tt0455960,nm0583515,"nm0714599,nm0908411,nm0077171"
tt0456014,nm0798926,nm0798926
tt0456041,nm0744107,"nm0274769,nm2289556,nm0823425,nm0744107"
tt0456047,nm0649405,nm0784149
tt0457297,nm0502954,"nm0919115,nm0001239"
tt0457319,nm0916031,"nm1015002,nm1358327,nm0916031"
tt0457400,nm0797869,"nm0376260,nm0574005,nm0471898,nm0471897"
tt0457430,nm0868219,nm0868219
tt0457433,nm0001226,"nm0464548,nm0092578"
tt0457496,nm1903582,nm1903582
tt0458050,nm1417119,"nm5509805,nm1417119"
tt0458425,"nm0516360,nm1671943",\N
tt0458449,"nm1916491,nm1912285","nm1916491,nm1912285"
tt0458522,nm0406687,"nm0406687,nm0201479,nm0069160"
tt0459449,nm1001345,"nm1001345,nm3586739"
tt0459924,nm1680265,"nm1680265,nm4831632,nm1188554,nm0645612"
tt0460394,nm1923369,"nm0348246,nm1923369"
tt0460505,nm0082748,nm0779433
tt0460732,nm0181836,nm1918877
tt0460766,"nm1031790,nm1935753",nm1935753
tt0460791,nm0802248,"nm0319659,nm0815864,nm0802248,nm0678199"
tt0460952,nm1098377,"nm2305869,nm1035634,nm1098377"
tt0461694,nm0470098,nm0470098
tt0461703,nm0410494,"nm0218621,nm1029960,nm0734442"
tt0462160,"nm0393655,nm1938064","nm1948094,nm0393655,nm1938064"
tt0462229,nm0562645,"nm0011950,nm0303032"
tt0462244,nm0000625,"nm0734900,nm0826425,nm0918955,nm0169505,nm0812513"
tt0462335,nm1296554,"nm4207229,nm0050618"
tt0462359,nm0131801,nm1943336
tt0462362,"nm0465484,nm0813301","nm0813301,nm0465484,nm1181905"
tt0462395,nm1401857,"nm0077080,nm0007079"
tt0462396,nm0498991,"nm0125336,nm0125358,nm0137363,nm0705474,nm0542066"
tt0462477,nm0792120,"nm0691131,nm0589924"
tt0462517,nm0096332,nm0096332
tt0462519,nm0680846,"nm0680846,nm0035905,nm0156320,nm0610480,nm0693355"
tt0462579,nm0748589,"nm1938036,nm1946988,nm0748589"
tt0463392,nm0518579,nm0518579
tt0463622,nm0430782,nm0695196
tt0463960,nm1950060,nm1955863
tt0464061,nm1027685,"nm1951180,nm1027685,nm0023615,nm1387981"
tt0464071,nm1953633,"nm1597822,nm1953633"
tt0464154,nm0014960,"nm1539257,nm0831457"
tt0465142,nm0919369,nm0919369
tt0465551,nm0264236,"nm0544999,nm0375398"
tt0465967,nm0538770,"nm1650390,nm0538770,nm1650373"
tt0466342,"nm0783536,nm0294997","nm0294997,nm0783536"
tt0466449,nm1064048,"nm1064048,nm1065452"
tt0466561,nm0342748,"nm0342748,nm1053355"
tt0466669,nm0600510,nm0600510
tt0466713,nm0377153,"nm0298756,nm0377153,nm0517282,nm2047532,nm2047699"
tt0466766,"nm0184792,nm0474153","nm0184792,nm0474153"
tt0467003,nm1442514,"nm11683310,nm2353436,nm1442514,nm2375127"
tt0467110,nm0238865,"nm0726472,nm1764920,nm1958979,nm0081794"
tt0467167,nm1390673,"nm1461945,nm1390673"
tt0468094,"nm1475971,nm0935863",\N
tt0468536,nm0740213,"nm0740213,nm0062149,nm0905592"
tt0468565,nm0004303,"nm0004303,nm0297538"
tt0468569,nm0634240,"nm0634300,nm0634240,nm0275286,nm0004170"
tt0468683,nm1079050,"nm0026153,nm1079050,nm2143153"
tt0468965,nm1435316,nm1435316
tt0469045,nm0924429,"nm0504467,nm0683570"
tt0469062,nm1033517,nm1980050
tt0469429,nm1976610,"nm1976610,nm1976902"
tt0469494,nm0000759,"nm0000759,nm0801737"
tt0469623,nm0081540,nm1615610
tt0469683,nm1921345,nm1921345
tt0469785,nm0834168,nm5043155
tt0469903,nm0001219,"nm0495378,nm1974392"
tt0470679,nm0157222,nm0734912
tt0470685,nm0022858,"nm0022858,nm1761101"
tt0472033,nm0009942,"nm0972040,nm0009942,nm0994310"
tt0472043,nm0000154,"nm0000154,nm1731154"
tt0472465,nm0089502,nm1996304
tt0472562,"nm0135612,nm0006854","nm0711083,nm0233035,nm1714819"
tt0473064,nm0383688,"nm0464596,nm13626585"
tt0473333,nm1840195,"nm1984148,nm1840195,nm3397456"
tt0473348,nm1910620,"nm0915004,nm0236043"
tt0473360,nm1429471,"nm1449019,nm1171743,nm0516384"
tt0473464,nm0225109,"nm0225109,nm0740532"
tt0473567,nm1999473,"nm1473658,nm0457257,nm0592795,nm2003374"
tt0473604,nm1923369,"nm0348246,nm1923369"
tt0473697,nm1223381,"nm1223381,nm1979407"
tt0473705,nm0531817,"nm1996352,nm0006904,nm0712753,nm0008036"
tt0473753,nm0000108,nm0000108
tt0473829,nm0648902,"nm0095878,nm0239498,nm1155314,nm0648902"
tt0474791,nm0867210,nm0867210
tt0475169,nm1201875,nm1201875
tt0475217,nm0885014,"nm2017143,nm2010347,nm1818355,nm2012890"
tt0475228,nm2012022,"nm2012022,nm0639604"
tt0475276,nm0339030,nm0339030
tt0475289,nm0283550,nm0283550
tt0475298,nm0864468,"nm0570462,nm0838374,nm1194758,nm0462146"
tt0475417,nm0505075,nm0505075
tt0475590,nm2008414,"nm2943894,nm2943669,nm2008414"
tt0475783,nm2019556,"nm0151733,nm0453539,nm2019556"
tt0475944,nm0001317,nm0136592
tt0475998,nm1007740,"nm1008415,nm1007740"
tt0476550,nm0415514,"nm0415514,nm1182352"
tt0476603,nm1140801,"nm1664770,nm1440551,nm0973380,nm0493857,nm0907370"
tt0476695,nm2013708,nm2013708
tt0476735,nm1463981,nm1463981
tt0476884,nm0527453,nm1802449
tt0476958,nm0801055,nm0908411
tt0477051,nm0005367,"nm0000552,nm0614151,nm0771065,nm0740115"
tt0477139,nm1058247,"nm1058247,nm0449316"
tt0477252,"nm15622037,nm0122216,nm0122217,nm0720252","nm0333033,nm15622196,nm15622197,nm15661416,nm2814611,nm15622198,nm1493975"
tt0477253,nm2024446,nm2024446
tt0477273,nm0000104,nm1995615
tt0477585,nm0664031,nm0664031
tt0477857,nm2031002,nm2031002
tt0477991,nm0487166,"nm2031142,nm0487166"
tt0478126,nm2031220,"nm2032953,nm2031220,nm0522454,nm2706184,nm0183039"
tt0478160,nm0344973,nm0344973
tt0478188,"nm0318795,nm0805635","nm0236279,nm0209856,nm0236043,nm0490375,nm0805635"
tt0478329,nm1469827,"nm2447053,nm0168149"
tt0478338,nm2025391,\N
tt0478394,nm0097079,"nm0097079,nm0697978"
tt0478737,nm0400194,"nm1389924,nm1323785,nm3913658"
tt0478970,nm0715636,"nm0942367,nm0180428,nm0570912,nm0748620,nm0498278,nm1293367,nm0456158"
tt0478988,nm1411980,"nm0522454,nm2028585"
tt0479143,nm0000230,nm0000230
tt0479230,nm0407069,nm0407069
tt0479354,nm0128382,"nm0128382,nm1167870,nm2265326,nm2040231,nm2270742"
tt0479500,nm0281598,"nm0281598,nm0667330,nm0444696"
tt0479879,nm1895716,\N
tt0479948,nm0444870,nm0444870
tt0479968,nm0884659,"nm0458461,nm0015340,nm1735347"
tt0480011,nm0715371,nm0715371
tt0480249,nm1349376,"nm0698873,nm0326040,nm0558577,nm0181019,nm0181020"
tt0480271,nm0622240,"nm0302360,nm0325166,nm0905858"
tt0480732,nm0014152,nm0014152
tt0481280,nm0629913,"nm0629913,nm1057360"
tt0481510,nm1129869,nm1129869
tt0482389,nm0788171,"nm0049400,nm0788171"
tt0482461,nm0195476,"nm0195476,nm2060468"
tt0482463,nm1920049,"nm1920049,nm1745349,nm2053925"
tt0482571,nm0634240,"nm0634300,nm0634240,nm1793993"
tt0482629,nm0756935,"nm0570941,nm2052061"
tt0482901,"nm0153263,nm0273483","nm0153263,nm0273483"
tt0483131,nm2057169,nm1525010
tt0483577,nm2052102,"nm2052102,nm0037247"
tt0483703,nm0591925,"nm1982147,nm0591925"
tt0483719,nm0750121,nm0750121
tt0484111,nm0658823,nm0658823
tt0484175,nm1231306,nm1231306
tt0484562,nm0192289,"nm0388076,nm0178402"
tt0485241,nm0513371,"nm0513371,nm1603528"
tt0485510,nm0015121,"nm0015121,nm1385733"
tt0485513,nm1154600,"nm2078683,nm1056425,nm2084603,nm1722737"
tt0485774,nm0444571,"nm1150487,nm1284464"
tt0485922,nm2081862,nm2081862
tt0485985,nm0376006,"nm0725983,nm1412298,nm4858733"
tt0486358,"nm1823216,nm1823227",\N
tt0486544,nm1341944,nm1341944
tt0486583,nm0229694,"nm1557594,nm0625458"
tt0486652,nm0118348,"nm0000361,nm0741544,nm0118348,nm2185599"
tt0486655,nm0891216,"nm0963359,nm0891216,nm0301274,nm2679195"
tt0486674,nm0001469,nm0513165
tt0486708,nm2083706,nm2083706
tt0486946,nm0065608,nm0178589
tt0487027,nm0927413,"nm0074217,nm1862508,nm1084216"
tt0487156,nm0872062,"nm0325288,nm2124538"
tt0487504,nm0774420,"nm0109730,nm0774420"
tt0488027,"nm1732806,nm0470377","nm0591858,nm0417597,nm1732806,nm0470377,nm0920775"
tt0488120,nm0387706,"nm0002417,nm1020896"
tt0488177,nm1045681,"nm5549922,nm1030706,nm1715571"
tt0488414,nm0080235,"nm0080235,nm0080327,nm1322477,nm0000636"
tt0488478,nm0586482,"nm0586482,nm1436795,nm0596208,nm0741627,nm15606441"
tt0488658,nm0082450,"nm0582357,nm0015190"
tt0488870,nm0945724,"nm2103459,nm0945724,nm2354908"
tt0488988,nm2493041,"nm2493041,nm2970332"
tt0489010,nm0694946,"nm0070152,nm0694946"
tt0489062,nm1371451,"nm3335558,nm0069401,nm0092200,nm2098346,nm0768800"
tt0489225,nm0775512,nm0775512
tt0489282,nm0937748,"nm0310087,nm0937748"
tt0489327,nm0585011,nm0475659
tt0489458,nm1104944,"nm0032645,nm1104944,nm1961482"
tt0490076,nm1349522,nm2106079
tt0490170,nm0062614,"nm0062614,nm1818188,nm1190754,nm0713615,nm2898003,nm1242455"
tt0490181,nm0403038,nm0252155
tt0490196,nm2104340,nm2104340
tt0490377,nm0894184,"nm1096337,nm0495599,nm0894184"
tt0491046,nm0583675,nm0583675
tt0491720,nm0059698,"nm0147599,nm0280919,nm0542066,nm0691794"
tt0491977,nm0947998,"nm0854265,nm0947998"
tt0492487,nm0409007,nm0409007
tt0492492,nm0001281,nm0001281
tt0492496,nm1132362,\N
tt0492754,"nm1154950,nm1154951","nm1154951,nm1154950"
tt0492835,nm1045937,"nm1434901,nm2373618"
tt0492912,nm0157266,nm0157266
tt0493076,nm0607725,nm0607725
tt0493171,nm0682251,"nm0682251,nm0894787"
tt0493393,nm2108003,nm2108003
tt0493404,"nm1178069,nm1396574","nm1396574,nm1178069"
tt0493420,nm1076250,\N
tt0493437,nm0803350,nm0803350
tt0493452,"nm0312501,nm0899725","nm0312501,nm0899725"
tt0493459,nm0225269,"nm0225269,nm0772907,nm1121472"
tt0494199,nm1284464,nm1284464
tt0494206,nm0699114,"nm0046168,nm1117802,nm0203246,nm1396093"
tt0494224,nm0222365,nm0222365
tt0494501,nm0251028,"nm0258881,nm0407642"
tt0494724,nm2139352,"nm2141936,nm15857101,nm2141326,nm2145341"
tt0494816,nm0862605,"nm0754952,nm0034922"
tt0494823,nm0947998,nm0877078
tt0494834,nm0320660,"nm0054621,nm0320660,nm2124018"
tt0494864,nm0689852,"nm2145339,nm0180068"
tt0495747,nm2116824,nm2116824
tt0496350,nm1295818,nm0831370
tt0496373,nm0437490,nm0437490
tt0497116,nm0346550,nm0330722
tt0497316,nm0212137,"nm1155935,nm0212137"
tt0497432,nm0476071,"nm0084361,nm0476071"
tt0497646,"nm0726914,nm0887376",\N
tt0497915,nm1328135,nm1568760
tt0498097,nm0149196,nm0149196
tt0498199,nm0953686,"nm2158873,nm0953686"
tt0498329,nm0863756,nm0863756
tt0498353,nm0744834,nm0744834
tt0498380,nm0000142,"nm2111875,nm0353673,nm2362326,nm2359677"
tt0498381,nm1279573,"nm0521649,nm1096524,nm0326040,nm0840626"
tt0498386,nm0999415,nm0999415
tt0499097,nm1356588,"nm0792263,nm1475436,nm0002007"
tt0499101,nm0321894,"nm1759863,nm0321894,nm0900915"
tt0499262,nm1699703,nm0129158
tt0499291,nm0015570,"nm0015570,nm0784149"
tt0499375,"nm0711745,nm18182656","nm0711745,nm1715502,nm0440604,nm0837675,nm0007124"
tt0499456,nm1321515,"nm0310962,nm1321515"
tt0499549,nm0000116,nm0000116
tt0499570,nm0000164,nm0000164
tt0756222,"nm2188382,nm15661062,nm2197393,nm1506786,nm2175529,nm2191279,nm2194932","nm15661062,nm2175529,nm2175496"
tt0756313,nm0672704,nm0672704
tt0756683,nm0770942,nm0003198
tt0756725,nm0820905,nm0820905
tt0757157,nm1048540,nm1048540
tt0758742,nm0437526,"nm2174097,nm1761126,nm0645256"
tt0758758,nm0000576,"nm0000576,nm1040556"
tt0758762,nm0425364,nm0425364
tt0758771,nm0522393,nm0522393
tt0758774,nm0000631,"nm1184258,nm2015758"
tt0758781,nm0093051,nm0093051
tt0759952,nm2146031,nm2146031
tt0760187,nm0000274,"nm0000274,nm0364899"
tt0762073,nm0661791,"nm0957652,nm0661791,nm1941029"
tt0762110,nm0304921,"nm0087646,nm1411398"
tt0762111,nm0625747,"nm0908074,nm0809207"
tt0762114,nm0477129,"nm2184890,nm0711422,nm0224084,nm1762694"
tt0762115,nm1088868,"nm1751343,nm0601407,nm1088868,nm2180903"
tt0762138,nm1736575,"nm1736575,nm2179274"
tt0763304,"nm0097529,nm1741096,nm0664896","nm1362426,nm1475075,nm1743465,nm1743466,nm0200484,nm2193325,nm0249897,nm0366924"
tt0763831,nm0005367,nm0466175
tt0765429,nm0000631,"nm0001873,nm0414893"
tt0765430,nm0497333,"nm0497333,nm0814412"
tt0765487,nm0440948,"nm0153931,nm0504496"
