tconst,directors,writers
tt0310281,nm0001302,"nm0001302,nm0506405"
tt0311041,nm0003419,nm0003419
tt0311110,nm0770961,nm0927889
tt0311361,nm0218080,nm0238018
tt0311429,nm0635759,"nm0600872,nm1171463,nm0732702"
tt0311519,nm0442454,nm0442454
tt0312329,nm0001165,"nm0435955,nm0249882"
tt0312528,nm0919514,"nm0317450,nm0073688,nm0541635,nm0769840"
tt0312773,nm0284677,"nm0284707,nm0578266"
tt0312859,nm0711745,"nm15593359,nm0711745,nm0837675"
tt0312941,nm1211088,"nm6738547,nm1210215,nm1212034"
tt0313542,nm0001219,"nm0001300,nm0002718,nm0505522,nm0166498,nm0152466"
tt0313573,nm0171443,"nm1729261,nm1729307,nm0171443"
tt0313670,nm0516360,nm0491956
tt0314067,nm0135952,nm0135952
tt0314121,nm0275250,"nm0275250,nm0275248,nm0406619"
tt0314331,nm0193485,nm0193485
tt0314412,nm0170043,"nm1563090,nm0170043"
tt0314498,nm0005367,"nm0405190,nm0951686,nm0777043"
tt0314589,nm0149134,nm0149134
tt0314725,nm0433225,"nm1175266,nm0788110,nm1157820"
tt0314786,nm0281598,"nm0000921,nm0560894,nm0004412"
tt0314806,nm0819033,"nm1164472,nm0819033,nm0933262"
tt0314942,nm0906667,"nm0293039,nm0906667"
tt0315543,nm0081540,"nm0081540,nm0421314"
tt0315632,nm0611548,nm1186435
tt0315642,nm2349060,"nm0006765,nm0430785,nm2349060,nm5241801,nm1249226,nm3871075,nm7430071"
tt0315733,nm0327944,nm0037247
tt0315983,nm1166926,"nm1164318,nm1166926,nm1171067"
tt0316356,nm0000126,"nm0656842,nm0998086"
tt0316463,nm1168135,"nm1203798,nm1167277,nm1168135"
tt0316494,nm0227570,"nm1171038,nm0227570,nm0355213"
tt0316654,nm0000600,"nm0498278,nm0228492,nm0332184,nm0587692,nm0149290,nm0765091"
tt0317226,nm0315842,nm0315842
tt0317234,nm0407990,"nm0453743,nm0407990,nm1195610"
tt0317705,nm0083348,nm0083348
tt0317842,nm0074844,nm0074844
tt0317910,nm0001554,\N
tt0318034,nm0812546,"nm1178696,nm1162019,nm0698757,nm0812546"
tt0318040,nm0896714,"nm0896714,nm0547109"
tt0318155,nm0001102,nm0236421
tt0318462,nm0758574,"nm0346466,nm1424928,nm1433580"
tt0319061,nm0000318,"nm1180620,nm0041864"
tt0319524,nm0453270,"nm1181077,nm0064842"
tt0319829,nm0153078,"nm0001168,nm0153078"
tt0319836,nm1181881,"nm1181881,nm1181880"
tt0320097,nm0223522,"nm0080327,nm0415514,nm0796503"
tt0320512,nm0404882,\N
tt0320661,nm0000631,nm1184258
tt0321781,nm0056030,nm0056030
tt0322259,nm0005436,"nm0860155,nm0104973,nm0351929"
tt0322545,nm0369686,nm1210638
tt0323013,nm1027719,"nm0015287,nm1260845,nm10689808"
tt0323033,nm0398185,"nm0112459,nm0363326"
tt0323571,nm1168394,nm1168394
tt0323872,nm0357584,"nm0357584,nm0074936"
tt0325005,nm0464847,"nm1203191,nm1222567,nm4094947"
tt0325675,nm1204496,nm1204496
tt0325710,nm0001880,"nm0517589,nm0001880,nm0380980"
tt0326143,nm0945674,"nm1012277,nm1030700"
tt0326208,nm0400486,nm0821375
tt0326600,"nm0451326,nm2152117",nm17660174
tt0326664,nm0611683,"nm0277759,nm1223834"
tt0326746,nm0471452,"nm0049400,nm1287356,nm0707425,nm0707953"
tt0326856,nm0001469,nm0011376
tt0326900,nm0388971,"nm1183823,nm0388971"
tt0326965,nm1075006,nm1075006
tt0327056,nm0000142,"nm0001338,nm1212331"
tt0327071,nm0451600,"nm0415514,nm1050292"
tt0327162,nm0000568,"nm0505615,nm0397411"
tt0327409,nm0470323,"nm0136592,nm0203246"
tt0327419,nm1216773,"nm4949262,nm1217830,nm1219749"
tt0327437,nm0178997,"nm0894523,nm0864435,nm0073026,nm1309286"
tt0327597,nm0783139,"nm0783139,nm0301274"
tt0327643,nm0038875,nm0000189
tt0327835,nm0451262,"nm0253116,nm0451262"
tt0327920,nm1215448,\N
tt0328099,nm0925870,"nm0046943,nm0806416,nm0005085,nm0841910"
tt0328720,nm0182426,nm0182426
tt0328844,nm0283377,"nm0283377,nm0502547,nm0750000,nm1227825"
tt0328998,nm0787453,"nm0764316,nm0787453,nm1242272"
tt0329042,nm0599291,nm0599291
tt0329083,nm0558094,"nm0558094,nm0559105"
tt0329216,nm0380705,"nm1227680,nm1228511"
tt0329354,nm0141033,nm0141033
tt0329393,nm0031967,"nm0031967,nm0223338"
tt0329485,nm0003974,nm0003974
tt0329575,nm0002657,"nm1227780,nm0002657"
tt0329717,nm0005421,"nm1226736,nm0005421"
tt0329774,nm0848414,"nm0929186,nm1334526"
tt0329794,nm0344761,"nm0344761,nm1156790"
tt0330069,nm1085552,"nm0257821,nm0289344,nm1249256,nm1247387"
tt0330536,nm0634601,"nm1024346,nm0619069,nm0945257"
tt0331811,nm1009775,nm1009775
tt0331933,nm0378893,"nm0572352,nm1245146,nm0709070,nm0832043"
tt0331953,nm0151540,"nm0151540,nm0373571,nm0501399,nm0815418,nm0831479"
tt0332136,nm0432627,nm0920530
tt0332280,nm0001024,"nm0505230,nm0764982,nm0817023"
tt0332318,nm0732106,"nm1019940,nm0840939"
tt0332452,nm0000583,"nm0392955,nm1125275"
tt0333388,nm0184202,nm0184202
tt0333701,nm0229301,nm0229301
tt0333764,nm0947140,nm0947140
tt0333766,nm0103785,nm0103785
tt0333780,nm0379237,"nm0113005,nm0013996,nm0236881,nm1009988"
tt0334405,nm0998825,\N
tt0334416,nm0416945,\N
tt0334725,nm0607422,nm0607422
tt0334754,nm0297202,nm1250701
tt0335266,nm0001068,nm0001068
tt0337578,nm0159162,"nm1338353,nm1338448,nm0159148,nm1338988,nm0492854,nm0495259,nm0495270,nm1221396"
tt0337579,nm0838198,"nm0114197,nm1119609"
tt0337674,nm0018133,"nm0159318,nm0018133"
tt0337689,nm0661345,"nm0661345,nm0110292,nm0209906,nm0551431,nm1305762,nm0181786"
tt0337721,nm0001747,"nm0001747,nm0610246"
tt0337910,nm0613318,nm1396577
tt0337917,nm0294505,"nm1064048,nm0943308,nm0517179,nm0104973,nm0351929"
tt0338135,nm0000780,nm0000780
tt0338216,nm0000436,"nm0744839,nm0000436"
tt0338325,nm0007708,nm0808211
tt0338564,"nm0490487,nm0538320","nm0538320,nm0159039"
tt0338751,nm0000217,nm0517589
tt0338763,"nm0297934,nm0297935","nm0297934,nm1568321,nm0847295"
tt0338949,nm0970382,"nm0503287,nm0970382"
tt0339072,nm0335283,nm0924347
tt0339079,nm0156828,nm0156828
tt0339147,nm0363553,"nm0593243,nm0061829"
tt0339334,"nm0097529,nm1741096,nm0664896","nm0200484,nm1743465,nm1743466,nm1475075,nm1362426,nm2193325"
tt0339419,nm0121800,nm0121800
tt0339450,nm0639297,"nm1272196,nm0639297,nm1273189"
tt0339535,nm0468169,nm0468169
tt0339642,nm0111520,nm0111520
tt0339727,nm0030612,nm0030612
tt0339824,nm1417409,"nm1417409,nm1740242"
tt0340110,nm0271765,"nm0271765,nm1333234"
tt0340137,nm0758431,"nm0758431,nm0078811"
tt0340377,nm0565336,nm0565336
tt0340855,nm0420941,nm0420941
tt0341495,nm0155642,nm0939147
tt0342150,nm1521023,\N
tt0342275,"nm0001130,nm0481418",\N
tt0342508,nm0956205,"nm1285203,nm0533233,nm1948378"
tt0343168,"nm0338316,nm0796903",\N
tt0343221,nm0405605,"nm0007399,nm1283267,nm0439640,nm0878408,nm0897259"
tt0343818,nm0001639,"nm0899113,nm0326040,nm0001920"
tt0344273,nm0221611,"nm0221611,nm0092006"
tt0345032,nm0002167,"nm0002167,nm0677758,nm0750048,nm0690667"
tt0345128,nm0889513,\N
tt0345549,nm0711579,"nm1429771,nm0711579"
tt0345950,"nm0384864,nm0651706","nm0238757,nm0384722,nm0384864,nm0651692,nm0819711,nm1196684"
tt0346094,nm0149196,nm0149196
tt0346491,nm0000231,"nm0000231,nm0477370,nm0436164"
tt0346507,nm0438029,"nm0080327,nm0333033,nm0415833,nm0438029"
tt0347149,nm0594503,"nm1168510,nm0594503"
tt0347167,nm0788858,nm1100075
tt0347246,nm0651900,"nm0794385,nm0651900"
tt0347304,nm0012541,"nm1145539,nm0424103"
tt0347369,nm0419884,"nm0001737,nm0280901,nm0795084"
tt0347457,nm0750275,nm0750275
tt0347618,nm1293863,"nm0594503,nm0383707,nm1027089"
tt0348843,nm0768289,"nm0080315,nm1145539"
tt0349047,nm0378660,"nm0378660,nm0081305,nm0442622"
tt0349113,nm1312635,nm1312635
tt0349205,nm0506613,"nm0318326,nm0136950,nm0864471,nm0363958,nm0169505,nm0812513"
tt0349467,nm0005387,nm0697115
tt0349703,nm1334468,"nm1571874,nm1334468,nm1059103,nm1466155,nm1179457"
tt0349825,nm0640334,nm1325865
tt0349878,nm0070867,"nm0864605,nm0952067"
tt0349889,nm0141222,nm1129343
tt0350194,nm0074723,"nm0059718,nm0826137,nm0251482"
tt0350232,nm0580669,nm0580669
tt0350258,nm0000431,"nm0000431,nm1343803"
tt0350774,nm0505075,"nm0121605,nm1460337,nm0505075"
tt0351238,nm0772691,"nm0349654,nm0772691"
tt0351299,nm1317258,"nm1317258,nm10719658"
tt0351795,nm0956022,"nm0584770,nm0956022"
tt0352314,nm1437189,"nm1437189,nm0791084,nm1381758"
tt0352994,nm0297202,"nm0074257,nm0676358,nm0835271,nm0879799"
tt0353324,nm0612812,"nm1636638,nm0639335,nm0612812,nm0609184,nm0393517"
tt0353357,nm0749011,nm0749011
tt0353725,nm0430485,nm0695196
tt0353969,nm0094435,"nm0094435,nm1323286,nm1646563"
tt0354148,nm0820208,nm0820208
tt0354538,nm0223522,"nm1339147,nm4555421,nm2236210,nm1339233,nm1182352"
tt0354575,"nm0504654,nm0001885","nm1452387,nm1300606,nm0504654,nm0001885"
tt0356154,nm0635415,nm0635415
tt0356159,nm0262049,nm0262049
tt0356443,nm0570082,"nm0570082,nm0928642"
tt0356764,nm0325374,nm0325374
tt0357054,nm0622288,"nm1547730,nm0622288"
tt0357277,nm0101385,"nm0425756,nm0588340,nm0672015,nm0955974,nm1360299"
tt0357282,nm0334552,"nm1558468,nm0334552"
tt0357283,nm0838526,"nm1100902,nm0838526"
tt0357585,nm0368602,"nm0368602,nm0077686"
tt0357829,nm1167591,nm1563114
tt0358273,nm0003506,"nm0143599,nm0219456,nm0003506,nm1789517"
tt0358294,nm1367563,"nm0000219,nm1546172,nm1428007"
tt0358345,nm0498270,nm0498270
tt0358456,nm0598671,nm0598671
tt0359013,nm0275286,"nm0275286,nm0938379,nm0170160"
tt0359045,nm0016234,"nm0305850,nm0016234"
tt0359950,nm0001774,"nm0175726,nm0862122"
tt0360216,"nm0215534,nm0827726",\N
tt0360717,nm0001392,"nm0909638,nm0101991,nm0001392,nm0178260,nm0908624"
tt0360916,nm0219974,nm0129644
tt0360960,nm0302780,nm0302780
tt0361467,nm0837406,"nm1358381,nm0661275"
tt0361596,nm0601619,nm0601619
tt0361620,nm0001845,"nm0070566,nm0005278,nm1009988"
tt0361670,nm0275044,nm0275044
tt0361696,nm0573732,"nm1112597,nm1368026"
tt0361818,nm0754184,nm0754184
tt0361841,nm0403541,"nm0141812,nm0068183"
tt0361925,nm0677953,"nm0724514,nm0776114"
tt0362084,"nm0688489,nm0688490","nm1406441,nm1136191,nm0688489,nm0688490,nm0851759"
tt0362129,nm0938645,"nm0285379,nm0938645"
tt0362165,nm0349183,nm1141749
tt0362227,nm0000229,"nm0629272,nm0315065,nm0622288"
tt0362269,nm0174374,nm0174374
tt0362270,nm0027572,"nm0027572,nm0000876"
tt0362511,"nm0384862,nm0384863","nm1352459,nm1351254"
tt0362942,nm0775358,"nm1271628,nm0775358"
tt0363143,nm0263009,nm1366310
tt0363226,nm0001429,"nm0001429,nm0793753"
tt0363282,nm0330140,"nm1428524,nm0177836,nm0171651"
tt0363409,nm1055105,"nm1195250,nm0700880,nm1320327"
tt0363589,nm0001814,nm0001814
tt0363852,nm0022858,"nm1385733,nm0022858"
tt0364616,nm0468778,"nm0468778,nm1386982"
tt0364751,nm0109359,"nm0937748,nm0325214,nm0638218,nm0499343,nm0745861"
tt0364930,"nm0112374,nm0161443",\N
tt0364986,nm1371524,nm1371524
tt0365089,nm0464123,nm0464123
tt0365109,"nm1158188,nm0288144","nm11690916,nm0041003"
tt0365478,nm0132257,"nm0132257,nm0329049,nm0000600"
tt0365480,nm0129085,"nm0001728,nm0129085"
tt0366518,nm1429382,nm1429382
tt0366555,nm0437490,nm0437490
tt0366621,nm0794000,"nm0847186,nm0838572"
tt0366627,nm0562266,"nm1789514,nm0733692,nm1127653"
tt0366721,nm0000766,"nm0000766,nm0346096,nm0548316,nm0797792"
tt0366840,nm0348015,nm0348015
tt0366905,nm0375224,nm0511807
tt0366943,nm1061993,"nm1061993,nm0750000"
tt0366996,nm0534665,"nm0410958,nm0866014,nm0534665"
tt0367085,nm0855843,"nm0954848,nm0933191"
tt0367089,nm0000876,nm0000876
tt0367631,nm1286340,nm1286340
tt0367859,nm0299134,nm0299134
tt0368249,nm1385402,"nm1385402,nm1411398"
tt0368296,nm1381841,"nm1856970,nm0645215"
tt0368400,nm0754184,nm0754184
tt0368563,"nm0075150,nm0762217","nm0678104,nm0126500,nm1236649,nm1030706"
tt0368578,nm0505152,"nm1027958,nm1257282,nm0826425,nm0918955"
tt0368619,nm0903837,nm1385719
tt0368658,nm0264236,nm0368774
tt0368688,nm0002089,"nm0578128,nm0002089"
tt0368711,"nm1384989,nm1385244",\N
tt0368836,nm0857280,nm0060103
tt0368909,nm1272773,"nm1437277,nm1272773,nm1847965"
tt0368913,nm1383995,nm1383995
tt0368962,nm1387046,"nm1387046,nm1533270"
tt0368975,nm0638271,nm0068183
tt0369226,nm0093051,"nm0997459,nm1178069,nm1396574"
tt0369258,nm0593986,nm0593986
tt0369339,nm0000520,nm0064181
tt0369359,nm1114700,nm1114700
tt0369436,nm1164861,"nm0020820,nm0933128,nm0524190,nm0601859"
tt0369702,nm0024622,"nm0024622,nm0317834"
tt0369735,nm0525659,nm0462525
tt0370032,nm0934483,nm0934483
tt0370082,nm1392384,"nm2974740,nm2904191,nm9760456,nm2408600"
tt0370263,nm0027271,"nm0027271,nm0639321,nm0795953,nm0859029,nm0859049"
tt0371280,nm0070159,nm0452102
tt0372237,nm0838198,"nm0741740,nm0740115,nm0771065,nm0865847"
tt0372279,"nm0806736,nm0194151",\N
tt0372303,nm0916189,nm0592436
tt0372478,nm0879783,nm0807070
tt0372873,nm0405374,nm0405374
tt0372909,nm0000972,"nm0000972,nm0162640,nm0953026"
tt0373051,nm0108094,"nm0919115,nm0280814,nm0505662,nm0894523"
tt0373416,nm0796864,"nm0325166,nm0905858,nm0134244"
tt0373445,"nm0932992,nm0005561",nm0005561
tt0373469,nm0000948,"nm0356539,nm0000948"
tt0373690,nm0758933,"nm0758933,nm0882894,nm0495728"
tt0373712,nm0639033,nm0091511
tt0373747,nm0905343,"nm0811709,nm0057027,nm0905343"
tt0373856,nm0422552,nm0422552
tt0373861,"nm1389025,nm0266510","nm1389025,nm1480928,nm0266510"
tt0373889,nm0946734,"nm0325533,nm0746830"
tt0374089,"nm0091076,nm0664852",nm0406534
tt0374252,nm0658307,"nm1411792,nm0478418,nm0487630,nm0658307"
tt0374345,nm0887452,"nm0311640,nm0429741,nm0887452"
tt0374536,nm0001188,"nm0001188,nm0258286,nm0757268"
tt0374853,nm1415540,nm0745343
tt0374887,nm0386246,"nm0006765,nm0386246,nm1557876,nm1063072"
tt0375093,nm0014152,nm0014152
tt0375100,nm0405632,"nm0405632,nm0423872"
tt0375611,nm0080220,"nm0080220,nm1818188,nm1165501"
tt0375782,nm0015214,nm0015214
tt0375785,nm1419060,nm1419060
tt0375878,nm1069826,"nm5142674,nm1069826"
tt0375880,nm1421754,\N
tt0375997,nm1220246,nm1220246
tt0376006,nm1135014,nm1135014
tt0376105,nm0238865,"nm1419268,nm1176853,nm0210320,nm0238865"
tt0376541,nm0001566,nm0544999
tt0376649,nm0661257,"nm0426848,nm0661257"
tt0376650,nm0140235,"nm1144832,nm0140235,nm1424630"
tt0376720,nm1302288,"nm1424509,nm1302288"
tt0376968,nm1168657,"nm0596208,nm1436795"
tt0376990,nm0556076,nm0556076
tt0377109,nm0620378,"nm0472567,nm0840626,nm0847126"
tt0377556,nm0158857,"nm5050094,nm0158857"
tt0377569,nm0069166,"nm1583618,nm1563145,nm0069166,nm0149080"
tt0377643,nm0820208,nm0820208
tt0377713,nm0053228,nm0053228
tt0377744,nm0033190,"nm0033190,nm0034976,nm1546834"
tt0377752,nm0994254,nm0316447
tt0377818,nm0151540,"nm0907296,nm1016088,nm1627554"
tt0377992,nm0767697,nm0326089
tt0378194,nm0000233,"nm0000233,nm0000235"
tt0378215,nm1064048,"nm1064048,nm1065452,nm1662775"
tt0378284,nm0939540,"nm1505557,nm1802491,nm0368336,nm0939540"
tt0378417,nm0227845,nm0227845
tt0378848,"nm0512003,nm0456426","nm1440034,nm0956493,nm15701162"
tt0378867,nm0604284,"nm1434458,nm1435746,nm0604284"
tt0379217,nm0000464,nm0000464
tt0379240,nm0821143,"nm1444447,nm0471044,nm1180614,nm0821143"
tt0379270,nm0918487,nm0918487
tt0379370,nm0080235,"nm1063072,nm0080235,nm0000636"
tt0379375,nm1162002,nm1162002
tt0379557,nm0531817,nm1440698
tt0379730,nm0771349,nm0771349
tt0380066,nm1031246,nm1565107
tt0380164,nm0661882,"nm16859659,nm0661882"
tt0380349,nm0073322,"nm0002010,nm0217033,nm1091004"
tt0380420,nm1451294,nm1451294
tt0380485,nm0953468,nm0953468
tt0380615,"nm1198362,nm1452675",nm1452675
tt0381061,nm0132709,"nm0701031,nm0905498,nm0353673,nm0001220"
tt0381361,nm0003532,"nm0059700,nm1465637,nm0772144"
tt0381601,nm0995043,"nm0007128,nm0046093"
tt0381637,nm1407454,nm1407454
tt0381681,nm0000500,"nm0000500,nm0000365,nm0000160,nm0471811"
tt0381682,nm0600546,nm0600546
tt0381707,nm0005540,"nm0005540,nm0915465,nm0005541,nm0568377,nm0811360,nm0177348"
tt0381838,nm1459238,nm1459096
tt0381849,nm0003506,"nm0919925,nm0104973,nm0351929,nm0001465"
tt0381966,nm1247462,nm1247462
tt0382019,"nm1459270,nm1460069","nm1459270,nm1460069"
tt0382028,nm0125753,nm0651758
tt0382295,nm0881372,"nm1929595,nm0461388,nm1073894,nm0251760,nm0881372,nm0905102"
tt0382330,nm0689392,"nm1637916,nm0648120,nm1856981,nm0689392,nm1856982"
tt0382383,nm0711745,"nm0440604,nm0711745"
tt0382385,nm1460159,"nm0080327,nm0796503,nm1242455"
tt0382561,nm0806492,"nm0021175,nm0569134,nm1363554"
tt0382628,nm0758574,"nm0840626,nm0620378,nm0406772,nm0947913"
tt0382898,nm0575523,nm0575523
tt0383010,"nm0125803,nm0268380","nm0148808,nm0125803,nm0268380"
tt0383020,nm0613645,"nm0156411,nm0326716,nm1600860,nm0613645"
tt0383060,nm0382072,"nm0726472,nm1183854,nm0504670"
tt0383574,nm0893659,"nm0254645,nm0744429,nm0064181,nm0938684"
tt0383846,nm0028968,nm1474292
tt0383995,nm0046494,nm0046494
tt0384286,nm0905592,"nm0905592,nm0062149"
tt0384488,nm1313340,nm1313340
tt0384533,nm0000490,"nm0312796,nm0000490"
tt0384642,nm0245888,"nm1080144,nm0748874"
tt0384832,nm0945369,"nm1245013,nm1628318,nm1494403,nm0945369"
tt0385002,nm0591994,"nm0591994,nm1471990,nm0791285"
tt0385277,nm0576529,"nm0576529,nm1162018"
tt0385351,"nm1319205,nm1475657",\N
tt0385363,nm0921264,nm1474882
tt0385639,nm1480386,nm1480386
tt0385677,nm0469639,nm0018636
tt0385751,nm0264624,nm0264624
tt0385928,nm0433893,"nm0352032,nm1190372,nm0433893,nm5635145"
tt0385988,nm0459170,"nm1044435,nm0342278,nm0342303"
tt0385990,nm0474566,"nm0474566,nm0716135,nm0193181"
tt0386064,nm0437625,"nm0437625,nm3719468,nm3719540"
tt0386342,nm0081540,"nm0081540,nm0421314"
tt0386504,nm1248193,nm1248193
tt0386650,nm1417119,nm1417119
tt0386651,nm1283651,nm1283651
tt0386751,nm0932216,"nm0388805,nm0437287"
tt0386820,"nm1601862,nm1580685,nm0280745","nm1272499,nm1232670,nm0478172,nm0280745,nm2770848"
tt0387357,nm1484994,nm1484994
tt0387462,"nm1533201,nm1613185",nm1488884
tt0387564,nm1490123,"nm1191481,nm1490123"
tt0387575,nm0238841,nm0238841
tt0387844,nm1283973,"nm0258901,nm1283973,nm0645552"
tt0388130,"nm0434633,nm1245306","nm0457227,nm1482322,nm1014208"
tt0388139,nm0236226,nm0236226
tt0388154,nm0516384,"nm0516384,nm1652160"
tt0388183,nm0126032,nm0174806
tt0388242,nm0346823,nm0346823
tt0388285,nm0341716,"nm1307411,nm0784177"
tt0388288,nm0278705,nm0139905
tt0388318,nm0521803,"nm0922580,nm1497250,nm0521803,nm0635426,nm0866243"
tt0388419,nm0005387,"nm0001300,nm0001060"
tt0388473,"nm0464804,nm1561203","nm0464804,nm0633730"
tt0388795,nm0000487,"nm0698925,nm0573505,nm0652223"
tt0389448,nm1504063,\N
tt0389557,nm0000682,"nm0812121,nm0000682"
tt0389957,nm0121653,nm0121653
tt0390022,nm0000916,"nm0084334,nm0169173,nm0000916"
tt0390080,nm0618405,nm0618405
tt0390109,nm0537268,\N
tt0390123,nm0950506,"nm1503462,nm0950506"
tt0390205,nm1168564,nm1168564
tt0390450,nm1415540,"nm1520912,nm0745343"
tt0390531,nm1671997,nm1665987
tt0391024,nm0636675,"nm1646089,nm0636675"
tt0391095,nm0493468,"nm0493468,nm1356457,nm1356458"
tt0391728,nm0437596,nm0437597
tt0392494,nm0661345,"nm0110292,nm0209906,nm1305762,nm0551431,nm0661345,nm0181786"
tt0392591,nm0682251,"nm0682251,nm0894787"
tt0393162,nm0141961,"nm0777043,nm0309691"
tt0393567,nm0084059,nm0084059
tt0393685,nm0825360,nm0825360
tt0393775,nm0856124,nm0856124
tt0395140,nm1519303,nm1552737
tt0395173,nm0649875,"nm0649875,nm0670808,nm0361828"
tt0395461,nm0451592,"nm0346096,nm0451592"
tt0395802,nm0802143,nm0802143
tt0396096,nm0425364,nm0425364
tt0396184,nm0716347,nm0716347
tt0396271,nm0864812,nm0864812
tt0396563,nm0013158,nm0013158
tt0396659,nm0794000,"nm0847186,nm0838572"
tt0396690,nm0007131,"nm0080432,nm0223585,nm0007131,nm0323153"
tt0396746,nm0594151,nm1083116
tt0396857,nm0200005,nm0737993
tt0397044,nm0902290,"nm0472567,nm0484907,nm0458413"
tt0397065,nm1429471,"nm0067676,nm0370937,nm0370928"
tt0397078,nm0677953,"nm0454783,nm0364423,nm0077080,nm0085933,nm0007079"
tt0397401,nm0679951,"nm1538873,nm0552553,nm0679951"
tt0397535,nm0551128,"nm0842523,nm1006264"
tt0398029,nm0853535,"nm0949558,nm0853535"
tt0398808,nm0190780,"nm0830969,nm1547579,nm0665505"
tt0398839,nm0346841,nm0346841
tt0398842,nm0557857,"nm1602532,nm0047685,nm0330108"
tt0398883,nm0815204,nm0815204
tt0399040,"nm1585207,nm1352003,nm1552261,nm1587401,nm15560633,nm15560744",\N
tt0399295,nm0629272,nm0629272
tt0399465,"nm0660347,nm0720109","nm0660347,nm0720109"
tt0400156,nm0612664,"nm0612664,nm1099296"
tt0400172,nm1561201,nm1563060
tt0400761,nm0756406,"nm1709247,nm1713423,nm0555479,nm1327703"
tt0401085,nm0885249,"nm0885249,nm1583617"
tt0401711,"nm0000801,nm0041474,nm0149446,nm0158984,nm0001053,nm0001054,nm0170043,nm0000127,nm0190859,nm0000367,nm0236313,nm0481418,nm0622112,nm0668247,nm0687913,nm0758574,nm0005628,nm0840485,nm0858680,nm0878756,nm0001814","nm0138894,nm0687913,nm0074488,nm0149446,nm0001814,nm0001054,nm0001053,nm0758574,nm0858680,nm0236313,nm1102709,nm2261075,nm0170043,nm0840485,nm0158984,nm0190859,nm0000801,nm0005628,nm0481418,nm0622112,nm0000127,nm0878756,nm0001687,nm0668247,nm2700377,nm0041474,nm0740167,nm1965665,nm2099207"
tt0401792,"nm0588340,nm0000233,nm0001675","nm0588340,nm0001675"
tt0401815,nm0353183,nm0714695
tt0402014,nm0024912,nm2196143
tt0402022,nm0476201,"nm0006534,nm0542062,nm0161285"
tt0402057,nm0348274,"nm0078566,nm1511619"
tt0402158,nm0619599,"nm0335096,nm0619599,nm0002010,nm0647374,nm0584770,nm2236676"
tt0402230,nm0500444,nm1028558
tt0402294,"nm0105317,nm0139867","nm0331453,nm0845900,nm0105317"
tt0402406,nm0394793,nm0394793
tt0402743,nm0771546,"nm0771546,nm2053343"
tt0402904,nm0461865,"nm2286946,nm0642837,nm1575129"
tt0402906,"nm1109731,nm1150657","nm1109731,nm1150657"
tt0403016,nm0102434,"nm0812747,nm0048245,nm2015292"
tt0403407,nm0822101,nm0822101
tt0403579,nm0581903,nm0155990
tt0403645,nm0586482,"nm0586482,nm0596208,nm1436795,nm0659368"
tt0403933,"nm1371011,nm1284023","nm1143429,nm1284023,nm1371011"
tt0404163,nm0041932,nm1602553
tt0404203,nm0276062,"nm0276062,nm0674909"
tt0404552,nm1009774,"nm1583657,nm0685408"
tt0405094,nm0003697,nm0003697
tt0405159,nm0000142,"nm0353673,nm0101801"
tt0405266,nm0315916,"nm0315916,nm0377958,nm1343477"
tt0405861,nm0434838,nm1378989
tt0405977,nm0214441,"nm1084941,nm0214441"
tt0406158,nm0026862,"nm1678495,nm0026862"
tt0407038,nm0002137,"nm0799841,nm0236547,nm0145842,nm2078733"
tt0407236,nm0840905,"nm0000590,nm0211381,nm0840905"
tt0407246,nm0251774,"nm0251774,nm0546008"
tt0407265,nm1053371,nm1053371
tt0407708,nm0298691,"nm0298691,nm0516352,nm8498078"
tt0407732,nm0447583,"nm1633127,nm1633174"
tt0407851,nm0412517,nm0412517
tt0407998,nm0074488,"nm0149446,nm0074488,nm2117209"
tt0408017,nm1463981,nm1463981
tt0408181,nm0419680,"nm0386246,nm0664084,nm0664085"
tt0408236,nm0000318,"nm0517589,nm0923839,nm0093904"
tt0408345,nm0518644,nm2147635
tt0408524,nm0000500,"nm0484111,nm0275629,nm0720135"
tt0408664,nm0466153,nm0466153
tt0408777,nm0918326,"nm1602472,nm0918326"
tt0409011,nm0459170,nm0486405
tt0409072,nm1030706,nm1030706
tt0409182,nm0000583,"nm0698873,nm0302904"
tt0409527,nm1636742,"nm1399188,nm1636742"
tt0409947,nm0998389,"nm1310384,nm1616201,nm1616202,nm0998389"
tt0410097,nm0108132,nm0108132
tt0410407,nm0660622,"nm0085649,nm0660622"
tt0411061,nm0000816,nm0860155
tt0411098,"nm0152831,nm0001437,nm0000490,nm0526199,nm0779386,nm0000631,nm0893034,nm0000247","nm0152831,nm1644556,nm0476413,nm0497046,nm0497578,nm1829803,nm0526199,nm0779386,nm2117098,nm0893034"
tt0411195,nm0001403,"nm0001403,nm0564496"
tt0411323,nm0719307,"nm1626458,nm1625192"
tt0411475,nm0084114,nm0084114
tt0411646,nm1623669,nm1623669
tt0411674,nm0636506,nm0636506
tt0411805,nm0253819,"nm0124834,nm0835075"
tt0411815,nm1019477,"nm1416190,nm1520918"
tt0412019,nm0000464,"nm0000464,nm2260851,nm0238138"
tt0412535,nm0404485,"nm1903044,nm0241121,nm0404485"
tt0412922,nm0505662,nm0280814
tt0413099,nm0001723,"nm0466175,nm0641479,nm0644203,nm0169505,nm0812513"
tt0413615,nm0122741,nm0911552
tt0413879,nm0304091,nm1017117
tt0413893,nm0411002,nm0411002
tt0414387,nm0942504,"nm0595738,nm0000807,nm0000668"
